lz_name,Helipad? 1/0,lz_city,lz_state,lz_zip,lz_type,added_time,update_time,lz_id,address1,address2,cap_trauma,cap_cardiac,cap_stroke,cap_ob,cap_burn,cap_ped,main_phone,ed_phone,icu_phone,ccu_phone,sec_phone,ed_contact,icu_contact,ccu_contact,sec_contact,sec_freq,ground_name,ground_phone,exterior,faa_nav_id,nav_id,comm_channel,awos,nav_freq,lat_dec,lon_dec,lz_desc,hazards,app_dep,dimensions,max_weight,surface,windsock,elevation,lighting,fuel,ifr,nav_id_alt,lat_dec_alt,lon_dec_alt,desc_alt,comments
Kaiser-Fontana Heliport,1,Fontana,CA,92335,Hospital,10/30/2013 22:26,10/30/2013 22:26,2362,9961 Sierra Ave.,,0,0,0,0,0,0,909-427-5521,,,,,,,,,,,,,,94CA,,,,34.072517,-117.432544,,,,TLOF: 65' x 65',"12,000 Lbs.",Elevated Rooftop,"Yes, Lighted","1,213' MSL",Perimeter,0,0,,0,0,,
Kaiser Foundation Hospital Manteca,1,Manteca,CA,95337,Hospital,10/30/2013 22:37,10/30/2013 22:37,2363,1777 W. Yosemite Ave.,,0,0,0,0,0,0,209-825-3555,,,,,,,,,,,,,,,,,,37.797911,-121.247122,,E-W Powerlines to south,,TLOF: 40' Diameter,,,"Yes, Lighted",27' MSL,Flood,0,0,,0,0,,Approach/Departure to the south authorized for day use only.
Kaiser Permanente Anaheim Medical Center,1,Anaheim,CA,92806,Hospital,10/30/2013 22:46,10/30/2013 22:46,2364,3430 E. La Palma Ave.,,0,0,0,0,0,0,714-666-9294,,,,,,,,,,,,,,3CN4,,,,33.851931,-117.845289,,,,TLOF: 60' x 60',"15,000 lbs.",Elevated Rooftop,"Yes, Lighted",341' MSL,Perimeter (PCL 123.05),0,0,,0,0,,
Kaiser Permanente Medical Center Santa Clara,1,Santa Clara,CA,95051,Hospital,10/30/2013 22:51,10/30/2013 22:51,2365,700 Lawrence Expressway,,0,0,0,0,0,0,408-851-5312,,,,,,,,,,,,,,,,,,37.334944,-121.999822,,,,TLOF: 50' x 50',"12,000 lbs.",Elevated Rooftop,"Yes, Lighted",160' MSL,"Perimeter, Beacon",0,0,,0,0,,
Kaiser Permanente Modesto,1,Modesto,CA,95356,Hospital,10/30/2013 22:54,10/30/2013 22:54,2366,4601 Dale Rd.,,0,0,0,0,0,0,209-735-5000,,,,,,,,,,,,,,,,,,37.707972,-121.052842,,,,TLOF: 48' Diameter,,Elevated Mound,"Yes, Lighted",98' MSL,Perimeter,0,0,,0,0,,
Kaiser Permanente Vacaville,1,Vacaville,CA,95688,Hospital,10/30/2013 22:58,10/30/2013 22:58,2367,1 Quality Dr.,,3,0,0,0,0,1,707-624-4000,,,,,,,,,,,,,,,,,,38.388692,-121.940514,,,,TLOF: 54' Diameter,"22,000 lbs.",Concrete - Ground,"Yes, Lighted",100' MSL,"Perimeter, Beacon",0,0,,0,0,,
Kaiser Permanente South Sacramento Hospital,1,Sacramento,CA,95823,Hospital,10/30/2013 23:02,10/30/2013 23:02,2368,6600 Bruceville Rd.,,0,0,0,0,0,0,916-688-2000,,,,,,,,,,,,,,6CN6,,,,38.469806,-121.420761,,,,TLOF: 40' x 40',"15,000 Lbs.",,"Yes, Lighted",39' MSL,"Perimeter (PCL 122.85), Beacon",0,0,,0,0,,
Kaweah Delta District,1,Visalia,CA,93291,Hospital,10/30/2013 23:09,3/26/2014 10:32,2369,400 W. Mineral King Ave.,,3,0,0,0,0,0,559-624-2000,559 624-2215,,,,,,,,,,,,,,,,,36.328656,-119.294865,,Buildings on 3 sides of the approach,Follow hwy 198 on approach and departure.,TLOF: 48&#039; x 48&#039;,12&#044;000 lbs.,Elevated Rooftop,Yes&#044; Lighted,348&#039; MSL,Perimeter&#044; Beacon,0,0,,0,0,,
Kern Medical Center,1,Bakersfield,CA,93305,Hospital,10/30/2013 23:15,7/16/2018 0:09,2370,1830 Flower St.,,2,0,1,1,0,1,661-326-2000,,,,,,,,,,,,,,CL61,,,,35.382417,-118.969736,,,From north&#044; south and east.  Avoid west side (hospital) and east over high school during school hours. At edge of KBFL class D. Must get airborne to call tower/approach.,TLOF: 70&#039; Diameter,12&#044;000 Lbs.,Elevated Rooftop,Yes&#044; Lighted,518&#039; MSL,PCL - 123.050,0,0,,0,0,,
Kern Valley Hospital,1,Lake Isabella,CA,93240,Hospital,10/30/2013 23:18,7/16/2018 0:43,2371,6412 Laurel Ave.,,3,0,0,0,0,0,760-329-2681,,,,,,,,,,,,,,,,,,35.634483,-118.406819,,,,TLOF: 66&#039; Diameter,,Concrete - Ground,Yes&#044; Lighted,2&#044;704&#039; MSL,Perimeter,0,0,,0,0,,
LAC + USC Medical Center,1,Los Angeles,CA,90033,Hospital,10/30/2013 23:28,10/30/2013 23:31,2372,1200 N. State St.,,1,0,0,0,0,1,323-409-6954,,,,,,,,,,,,,,35CA,,,,34.059675,-118.2118,,,,TLOF: 40&#039; x 40&#039;,,,Yes&#044; Lighted,330&#039; MSL,Perimeter&#044; Beacon,0,0,,0,0,"Also&#044; rooftop helipad at this location.
454&#039; MSL&#044; 21&#044;000 lbs. max weight",
Lodi Memorial Hospital,1,Lodi,CA,95241,Hospital,10/31/2013 17:10,10/31/2013 17:10,2375,975 S. Fairmont Ave.,,0,0,0,0,0,0,209-334-3411,,,,,,,,,,,,,,8CL7,,,,38.122386,-121.286731,,,,TLOF: 38' x 38',,Concrete - Ground,"Yes, Lighted",42' MSL,Perimeter,0,0,,0,0,,
Loma Linda University Medical Center,1,Loma Linda,CA,92354,Hospital,10/31/2013 17:17,7/30/2016 15:10,2376,11234 Anderson St.,,1,1,1,0,0,1,909.558.7911 RADIO ROOM,909-558-4444,,,909.558.4320,EMERGENCY DEPT,,,SECURITY,,,,,,94CL,,,,34.050144,-117.264217,"two rooftop helipads - NORTH & SOUTH
51&#039; x 51&#039; Rooftop Helipad&#044; max weight 12&#044;000 lbs.&#044; 1&#044;223&#039; MSL",,,TLOF: 40&#039; x 40&#039;,44&#044;000 Lbs.,Elevated Rooftop,Yes&#044; Lighted,1&#044;223&#039; MSL,Perimeter&#044; Beacon,0,0,,34.048903,-117.263911,,
Long Beach Memorial Medical Center,1,Long Beach,CA,90806,Hospital,10/31/2013 17:22,10/31/2013 17:22,2377,2801 Atlantic Ave.,,1,1,1,0,0,1,562-933-2000,,,,,,,,,,,,,,30CL,,,,33.808683,-118.186608,,,,TLOF 40' x 40',"10,000 Lbs.",Elevated Rooftop,"Yes, Lighted",84' MSL,"Perimeter, Flood",0,0,,0,0,,
Los Robles Regional Medical Center,1,Thousand Oaks,CA,91360,Hospital,10/31/2013 17:27,10/31/2013 17:27,2378,215 W. James Rd.,,2,0,0,0,0,0,805-497-2727,,,,,,,,,,,,,,CL82,,,,34.206814,-118.883086,,,,TLOF: 50' Diameter,"15,000 Lbs.",Elevated Rooftop,"Yes, Lighted",795' MSL,Perimeter,0,0,,0,0,,
Mad River Community Hospital ,1,Arcata,CA,95521,Hospital,10/31/2013 17:34,10/31/2013 17:34,2379,3800 Janes Rd.,,0,0,0,0,0,0,707-826-8264,,,,,,,,,,,,,,,,,,40.895275,-124.09095,,,,TLOF: 42' Diameter,,Concrete - Ground,"Yes, Lighted",34' MSL,Perimeter,0,0,,0,0,,
Marian Medical Center,1,Santa Maria,CA,93454,Hospital,10/31/2013 22:22,10/31/2013 22:22,2380,1400 E. Church St.,,0,0,0,0,0,0,805-739-3000,,,,,,,,,,,,,,1CL8,,,,34.950478,-120.4116,,,,TLOF: 48' x 48',"12,000 lbs",Concrete - Ground,"Yes, Lighted",256' MSL,Perimeter,0,0,,0,0,,
Maguire - California Hospital,1,Los Angeles,CA,90015,Hospital,10/31/2013 22:46,10/31/2013 22:46,2381,240 W. Venice Blvd.,,2,0,0,0,0,0,213-748-2411,,,,,,,,,,,,,,CA23,,,,34.034975,-118.266328,,,,TLOF: 54' x 54',"17,000 Lbs.",Elevated Rooftop,"Yes, Lighted",376' MSL,Perimeter,0,0,,0,0,,
Mark Twain St. Joseph's Hospital,1,San Andreas,CA,95249,Hospital,10/31/2013 22:50,10/31/2013 22:50,2382,768 Mountain Ranch Rd.,,0,0,0,0,0,0,209-754-3521,,,,,,,,,,,,,,CA25,,,,38.190706,-120.669206,,,,TLOF: 70' Diameter,,Concrete - Ground,"Yes, Lighted","1,075' MSL",Perimeter,0,0,,0,0,,
Memorial Hospital of Los Banos,1,Los Banos,CA,93635,Hospital,10/31/2013 23:11,10/31/2013 23:11,2383,520 W. I St.,,0,0,0,0,0,0,209-826-0591,,,,,,,,,,,,,,,,,,37.064514,-120.858953,,,,TLOF: 40' x 40',,Concrete - Ground,"Yes, Lighted",122' MSL,Perimeter,0,0,,0,0,,
Mendocino Coast District Hospital,1,Fort Bragg,CA,95437,Hospital,10/31/2013 23:18,10/31/2013 23:18,2384,700 River Dr.,,0,0,0,0,0,0,707-961-1234,,,,,,,,,,,,,,CN01,,,,39.431864,-123.799628,,,,TLOF: 40' x 40',,Concrete - Ground,"Yes, Lighted",112' MSL,Flood,0,0,,0,0,,
Memorial Medical Center - Modesto,1,Modesto,CA,96355,Hospital,10/31/2013 23:22,10/31/2013 23:22,2385,1700 Coffee Rd.,,2,0,0,0,0,0,209-526-4500,,,,,,,,,,,,,,,,,,37.669128,-120.972056,,,,TLOF: 30' Diameter,"20,000 Lbs.",Concrete - Ground,"Yes, Lighted",95' MSL,Perimeter,0,0,,0,0,,2 Parking pads just west of heliport
Mercy Medical Center Merced ,1,Merced,CA,95340,Hospital,10/31/2013 23:26,10/31/2013 23:26,2386,333 Mercy Ave.,,0,0,0,0,0,0,209-564-5000,,,,,,,,,,,,,,86CN,,,,37.340767,-120.466706,,,,TLOF: 54' Diameter,,Concrete - Ground,"Yes, Lighted",194' MSL,Perimeter,0,0,,0,0,,
Mercy Medical Center of Mt. Shasta,1,Mount Shasta,CA,96067,Hospital,10/31/2013 23:39,8/21/2014 12:35,2388,914 Pine St.,,3,0,0,0,0,0,530-926-6111,530-843-7066,,,,ED Charge RN,,,,MED7,,,,,,,,,41.318589,-122.32005,"CHP Fuel tank onsite (PVT)
Ground Ambulance required to transport patient to or from pad",200&#039; antenna tower Â¼ mile to SE; geese gather on/around pad spring and fall,,TLOF: 50&#039; Diameter,,Concrete - Ground,Yes,3&#044;557&#039; MSL,None,0,0,,0,0,,
Mercy San Juan Medical Center,1,Carmichael,CA,95608,Hospital,10/31/2013 23:48,10/31/2013 23:48,2391,6501 Coyle Ave.,,2,0,0,0,0,0,916-537-5000,,,,,,,,,,,,,,4CL5,,,,38.669122,-121.314367,,,,TLOF: 40' x 40',"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,169' MSL,"Perimeter, Flood",0,0,,0,0,,
Mission Hospital,1,Mission Viejo,CA,92691,Hospital,10/31/2013 23:54,10/31/2013 23:54,2393,27700 Medical Center Rd.,,2,0,0,0,0,0,949-364-1400,,,,,,,,,,,,,,CA55,,,,33.560753,-117.666161,,,,TLOF: 52' x 96',"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,550' MSL,Perimeter,0,0,,0,0,,
Mono Medical Center,1,Bridgeport,CA,93517,Hospital,10/31/2013 23:59,10/31/2013 23:59,2395,221 Twin Lakes Rd.,,0,0,0,0,0,0,760-932-7011,,,,,,,,,,,,,,CN10,,,,38.252314,-119.230197,,,,TLOF: 85' x 85',,Concrete - Ground,Yes,"6,450' MSL",None,0,0,,0,0,,"Restricted to day-use only, unlighted."
Mountains Community Hospital,1,Lake Arrowhead,CA,92352,Hospital,11/1/2013 0:02,11/1/2013 0:02,2397,29101 Hospital Rd.,,0,0,0,0,0,0,909-336-3651,,,,,,,,,,,,,,47CA,,,,34.265456,-117.167783,,,,TLOF: 50' Diameter,,Concrete - Ground,Yes - Lighted,"5,318' MSL",Perimeter,0,0,,0,0,,
Natividad Medical Center,1,Salinas,CA,93912,Hospital,11/1/2013 0:05,11/5/2019 15:30,2398,1441 Constitution Blvd.,,2,0,0,0,0,0,831-755-4111,,,,,,,,,,,,,,5CL4,,,,36.697458,-121.634544,,,,TLOF: 74&#039; Diameter,,Concrete - Ground,Yes - Lighted,70&#039; MSL,Perimeter,0,0,,0,0,,
NorthBay Medical Center,1,Fairfield,CA,94533,Hospital,11/1/2013 0:08,11/1/2013 0:08,2399,1200 B. Gale Wilson Blvd.,,0,0,0,0,0,0,707-429-7830,,,,,,,,,,,,,,,,,,38.261281,-122.048306,,,,TLOF: 40' x 40',,Concrete - Ground,Yes - Lighted,39' MSL,"Perimeter, Flood",0,0,,0,0,,
Northridge Hospital Medical Center,1,Northridge,CA,91328,Hospital,11/2/2013 20:27,11/2/2013 20:27,2417,18300 Roscoe Blvd.,,2,0,0,0,0,0,818-885-8500,,,,,,,,,,,,,,CA86,,,,34.220017,-118.532578,,,,TLOF: 54' Diameter,"12,500 Lbs.",Elevated Rooftop,Yes - Lighted,864' MSL,Perimeter,0,0,,0,0,,
Olive View Medical Center,1,Sylmar,CA,91342,Hospital,11/2/2013 20:31,11/2/2013 20:31,2418,14445 Olive View Dr.,,0,0,0,0,0,0,818-364-1555,,,,,,,,,,,,,,CA64,,,,34.326803,-118.445039,,,,TLOF: 56' x 56',,Concrete - Ground,Yes - Lighted,"1,468' MSL","Perimeter, Lead-in",0,0,,0,0,,
Oroville Hospital,1,Butte,CA,95966,Hospital,11/2/2013 20:47,11/2/2013 20:47,2419,2767 Olive Highway,,3,0,0,0,0,0,530-533-8334,,,,,,,,,,,,,,,,,,39.507447,-121.541556,,,,TLOF: 48' Diameter,"12,000 Lbs.",Concrete - Ground,Yes - Lighted,249' MSL,"Perimeter, Flood",0,0,,0,0,,
Palmdale Medical Center,1,Palmdale,CA,93551,Hospital,11/2/2013 20:52,11/2/2013 20:52,2420,38600 Medical Center Dr.,,0,0,0,0,0,0,661-940-1498,,,,,,,,,,,,,,50CN,,,,34.582236,-118.145136,,,,TLOF: 54' Diameter,,Concrete - Ground,Yes - Lighted,"2,743' MSL",Perimeter,0,0,,0,0,,Gates must be used to block traffic on approach/departure
Palomar Medical Center,1,Escondido,CA,92025,Hospital,11/2/2013 21:05,11/2/2013 21:05,2421,555 E. Valley Parkway,,2,0,0,0,0,0,760-739-3000,,,,,,,,,,,,,,,,,,33.124522,-117.075622,,,,TLOF: 65' Diameter,"8,000 Lbs.",Elevated Deck,Yes - Lighted,715' MSL,Perimeter,0,0,,0,0,,
Petaluma Valley Hospital ,1,Petaluma,CA,94954,Hospital,11/3/2013 14:28,11/3/2013 14:28,2443,400 N. McDowell Blvd.,,0,0,0,0,0,0,707-778-2634,,,,,,,,,,,,,,,,,,38.255528,-122.631519,,,,TLOF: 65' Diameter,,Concrete - Ground,Yes - Lighted,52' MSL,"Perimeter, Flood",0,0,,0,0,,
Loma Linda University Medical Center,1,Murrieta,CA,92563,Hospital,11/3/2013 14:33,8/23/2018 15:06,2444,28062 Baxter Rd.,,0,0,0,0,0,0,951-290-4000,,,,,,,,,,,,,,40CN,,,,33.6147,-117.17,,,,TLOF: 45&#039; x 45&#039;,,Elevated Mound,Yes - Lighted,1&#044;576 MSL,PCL: 122.075 Mhz Perimeter&#044; Beacon,0,0,,0,0,,
Pioneers Memorial Hospital,1,Brawley,CA,92227,Hospital,11/3/2013 14:36,11/3/2013 14:36,2445,207 W. Legion Rd.,,0,0,0,0,0,0,760-351-3130,,,,,,,,,,,,,,9CA2,,,,32.958442,-115.553119,,,,TLOF: 50' Diameter,,Concrete - Ground,Yes - Lighted,100' MSL,"Perimeter, Flood",0,0,,0,0,,
Plumas District Hospital,1,Quincy,CA,95971,Hospital,11/3/2013 14:39,11/3/2013 14:39,2446,1065 Bucks Lake Rd.,,0,0,0,0,0,0,530-283-2121,,,,,,,,,,,,,,CL94,,,,39.940233,-120.962025,,,,TLOF: 65' x 70',,Concrete - Ground,Yes - Lighted,"3,425' MSL",Perimeter,0,0,,0,0,,
Pomerado Hospital,1,Poway,CA,92064,Hospital,11/3/2013 14:41,11/3/2013 14:41,2447,15615 Pomerado Rd.,,0,0,0,0,0,0,858-485-6511,,,,,,,,,,,,,,1CL5,,,,32.996019,-117.055556,,,,TLOF: 48' Diameter,,Concrete - Ground,Yes - Lighted,654' MSL,Perimeter,0,0,,0,0,,
Presbyterian Intercommunity Hospital,1,Whittier,CA,90602,Hospital,11/3/2013 14:46,11/3/2013 14:46,2448,12041 E. Washington Blvd.,,0,0,0,0,0,0,562-698-0811,,,,,,,,,,,,,,31CL,,,,33.971506,-118.049642,,,,TLOF: 60' x 60',,Concrete - Ground,Yes - Lighted,190' MSL,Flood,0,0,,0,0,,
Providence Holy Cross Medical Center,1,Mission Hills,CA,91345,Hospital,11/3/2013 15:28,11/3/2013 15:28,2449,15031 Rinaldi St.,,2,0,0,0,0,0,818-365-8051,,,,,,,,,,,,,,3CA8,,,,34.280103,-118.461197,,,,TLOF: 65' x 65',,Concrete - Ground,Yes - Lighted,"1,030' MSL",Perimeter,0,0,,0,0,,
Providence St. Joseph Medical Center,1,Burbank,CA,91595,Hospital,11/3/2013 15:32,11/3/2013 15:32,2450,501 S. Buena Vista,,0,0,0,0,0,0,818-843-5111,,,,,,,,,,,,,,CA95,,,,34.155286,-118.32785,,,,TLOF: 50' x 50',"14,000 Lbs.",Elevated Rooftop,Yes - Lighted,568' MSL,Perimeter,0,0,,0,0,,
Queen of the Valley Hospital,1,Napa,CA,94558,Hospital,11/3/2013 15:36,11/3/2013 15:36,2451,1000 Trancas St.,,3,0,0,0,0,0,707-252-4411,,,,,,,,,,,,,,CN14,,,,38.323869,-122.297175,,,,TLOF: 40' Diameter,,Concrete - Ground,Yes - Lighted,48' MSL,Flood,0,0,,0,0,,
Rady Children's Hospital,1,San Diego,CA,92123,Hospital,11/3/2013 15:40,11/3/2013 15:40,2452,3020 Children's Way,,2,0,0,0,0,1,858-966-8800,,,,,,,,,,,,,,CN17,,,,32.798636,-117.15185,,,,TLOF: 80' diameter,"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,445' MSL,Perimeter,0,0,,0,0,,
Regional Medical Center San Jose,1,San Jose,CA,95116,Hospital,11/3/2013 15:43,11/3/2013 15:43,2453,225 N. Jackson Ave.,,2,0,0,0,0,0,408-259-5000,,,,,,,,,,,,,,88CA,,,,37.361433,-121.8485,,,,TLOF: 54' x 54',"22,000 Lbs.",Elevated Rooftop,Yes - Lighted,120' MSL,Perimeter,0,0,,0,0,,
Ridgecrest Regional Hospital,1,Ridgecrest,CA,93555,Hospital,11/3/2013 15:46,7/30/2018 4:55,2454,1081 N. China Lake Blvd.,,0,0,0,0,0,0,760-446-3551,,,,,,,,,,,,,,CA77,,,,35.64035,-117.672022,,There are two unlit towers in the vicinity of Ridgecrest Regional Hospital. Tower 1 is 1/3 of a mile to the south and approximately 100 feet tall. Tower 2 is about ½ mile to the south and approximately 50 feet tall. They each have obstruction lights&#044; but they are inoperative. The easiest way to avoid these towers is to depart Ridgecrest Hospital to the southeast and fly south over China Lake Blvd (the main north/south road on the east side of the hospital) until you are south of the Home Depot and then turn on course.,"Try and stay over N. China Lake Blvd until needing to align for the pad. N. China Lake is the major road that runs North/South and is on the east side of the Hospital.
Plan all approaches preferably to the North&#044; adjust as necessary for winds
Fly your pattern to the East of the Hospital for departures and or arrivals
Try to do a more normal to steep approach based on performance data.
Climb out as necessary to the appropriate altitudes as fast as safely possible",TLOF: 77&#039; Diameter,,Concrete - Ground,Yes - Lighted,2&#044;290&#039; MSL,Perimeter,0,0,,0,0,,
Riverside Community Hospital,1,Riverside,CA,92501,Hospital,11/3/2013 15:49,11/3/2013 15:49,2455,4445 Magnolia Ave.,,0,0,0,0,0,0,951-276-7550,,,,,,,,,,,,,,,,,,33.977414,-117.381739,,,,TLOF: 54' x 54',"22,000 Lbs.",Elevated Rooftop,Yes - Lighted,853' MSL,Perimeter,0,0,,0,0,,
Riverside County Regional Medical Center,1,Moreno Valley,CA,92555,Hospital,11/3/2013 15:52,11/3/2013 15:52,2456,26520 Cactus Ave.,,2,0,0,0,0,0,909-486-5650,,,,,,,,,,,,,,CA28,,,,33.913022,-117.196506,,,,TLOF: 47' Diameter,,Elevated Mound,Yes - Lighted,"1,563' MSL",Perimeter,0,0,,0,0,,
Saddleback Memorial Medical Center,1,Laguna Hills,CA,92653,Hospital,11/3/2013 15:59,11/3/2013 15:59,2457,24451 Health Center Dr.,,0,0,0,0,0,0,949-337-4500,,,,,,,,,,,,,,CA68,,,,33.6085,-117.709211,,,,TLOF: 40' x 40',"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,398' MSL,Perimeter,0,0,,0,0,,
Saint Agnes Medical Center,1,Fresno,CA,93720,Hospital,11/3/2013 16:03,11/3/2013 16:03,2458,1303 E. Herndon Ave.,,0,0,0,0,0,0,559-449-3000,,,,,,,,,,,,,,,,,,36.835808,-119.764814,,,,TLOF: 50' Diameter,"12,000 Lbs.",Elevated Rooftop,Yes - Lighted,450' MSL,Perimeter,0,0,,0,0,,
Saint Joseph Hospital,1,Eureka,CA,95501,Hospital,11/3/2013 16:06,11/3/2013 16:06,2459,2700 Dolbeer St.,,0,0,0,0,0,0,707-445-8121,,,,,,,,,,,,,,,,,,40.784792,-124.143275,,,,TLOF: 62' x 62',,Concrete - Ground,Yes - Lighted,107' MSL,Perimeter,0,0,,0,0,,
Saint Louise Regional Hospital,1,Gilroy,CA,95020,Hospital,11/3/2013 16:09,11/3/2013 16:09,2460,9400 No Name Uno Rd.,,0,0,0,0,0,0,408-848-8681,,,,,,,,,,,,,,5CL2,,,,37.035608,-121.571172,,,,TLOF: 50' x 50',,Concrete - Ground,Yes - Lighted,210' MSL,Perimeter,0,0,,0,0,,Heliport operated by CalStar
San Antonio Community Hospital,1,Upland,CA,91786,Hospital,11/3/2013 16:12,11/3/2013 16:12,2461,999 San Bernardino Blvd.,,0,0,0,0,0,0,909-920-4747,,,,,,,,,,,,,,99CA,,,,34.102697,-117.63615,,,,TLOF: 50' Diameter,,Concrete - Ground,Yes - Lighted,"1,274' MSL",Perimeter,0,0,,0,0,,
San Gorgonio Memorial Hospital,1,Banning,CA,92220,Hospital,11/3/2013 16:17,11/3/2013 16:18,2462,600 N. Highland Springs Ave.,,0,0,0,0,0,0,909-845-1121,,,,,,,,,,,,,,60CN,,,,33.93075,-116.942856,,,,TLOF: 48&#039; Diameter,,Concrete - Ground,Yes - Lighted,2&#044;596&#039; MSL,Perimeter,0,0,,0,0,,
Adventist/San Joaquin Community Hospital,1,Bakersfield,CA,93301,Hospital,11/3/2013 16:21,7/15/2018 23:55,2463,2615 Eye St.,,3,1,1,0,0,0,661-395-3000,,,,,,,,,,,,,,28CN,,,,35.383164,-119.020728,,Just west of extended centerline of runways near 3 mile final for 30L and R.,Must call KBFL tower before lift.,TLOF: 40&#039; x 40&#039;,15&#044;000 Lbs.,Elevated Rooftop,Yes - Lighted,465&#039; MSL,Perimeter,0,0,,0,0,,San Joaquin is the name on the building but it is now Adventist Health Hospital. ATC knows it as both names.
San Joaquin General Hospital,1,French Camp,CA,95201,Hospital,11/3/2013 16:30,11/3/2013 16:30,2464,500 W. Hospital Rd.,,0,0,0,0,0,0,209-468-6000,,,,,,,,,,,,,,CL52,,,,37.887817,-121.282711,,,,TLOF:  40' Diameter,,Concrete - Ground,Yes - Lighted,15' MSL,"Perimeter, Flood",0,0,,0,0,,
Santa Clara Valley Medical Center,1,San Jose,CA,95128,Hospital,11/3/2013 16:36,11/3/2013 16:36,2465,751 S. Bascom Ave.,,1,0,0,0,0,0,408-885-6987,,,,,,,,,,,,,,CA33,,,,37.313247,-121.934328,,,,TLOF: 51' x 49',"9,000 Lbs.",Elevated Rooftop,Yes - Lighted,208' MSL,Perimeter,0,0,,0,0,,
Santa Rosa Memorial Hospital,1,Santa Rosa,CA,95495,Hospital,11/3/2013 16:39,11/3/2013 16:39,2466,1165 Montgomery Dr.,,0,0,0,0,0,0,707-546-3210,,,,,,,,,155.355,,,,,CL51,,,,38.443572,-122.701278,,,,TLOF: 53' x 68',"15,000 Lbs.",Elevated Rooftop,Yes - Lighted,208' MSL,Perimeter,0,0,,0,0,,
Santa Barbara Cottage Hospital,1,Santa Barbara,CA,93105,Hospital,11/3/2013 16:44,11/3/2013 16:44,2467,320 W. Pueblo St.,,2,0,0,0,0,0,805-682-7111,,,,,,,,,123.05 (PCL and Comms),,,,,,,,,34.429817,-119.724083,,,Preferred noise abatement course: Approach 030 and Departure 210,TLOF: 48' x48',"14,000 Lbs.",Elevated Rooftop,Yes - Lighted,201' MSL,Perimeter,0,0,,0,0,,
Cedars-Sinai Medical Center - Saperstein Critical Care Tower,1,Los Angeles,CA,90048,Hospital,11/3/2013 16:49,2/15/2018 18:38,2468,8700 Beverly Blvd.,,1,1,1,0,0,1,310-423-2400,,,,866-940-4401,,,,LA MAC,,,,,CA46,CA46,,,,34.076272,-118.380986,Roof top helipad with 2 pads on separate buildings.,Buildings,Approach from N&#044; E or SW.,TLOF: 62' Diameter,"22,000 Lbs.",Elevated Rooftop,Yes - Lighted,334' MSL,Peimeter,0,0,,0,0,,"Closest jet A is Santa Monica (SMO) Airport. Van Nuys (VNY) for secondary fuel location.

Contact LA MAC 15 min. out

Underlies LAX airspace. 
Very close to Santa Monica (SMO) airspace"
Scripps Memorial Hospital,1,La Jolla,CA,92037,Hospital,11/3/2013 16:56,11/3/2013 16:56,2469,9888 Genesee Ave.,,2,0,0,0,0,0,760-753-6501,,,,,,,,,,,,,,CA24,,,,32.886267,-117.225506,,,,TLOF: 60' Diameter,,Concrete - Ground,Yes - Lighted,340' MSL,Perimeter,0,0,,0,0,,
Scripps Mercy Hospital ,1,San Diego,CA,92103,Hospital,11/3/2013 16:58,11/3/2013 16:59,2470,4077 Fifth Ave.,,1,0,0,0,0,0,619-691-7000,,,,,,,,,,,,,,CL97,,,,32.751239,-117.160597,,,,TLOF: 39&#039; x 39&#039;,9&#044;000 Lbs.,Elevated Rooftop,Yes - Lighted,336&#039; MSL,Perimeter&#044; Flood,0,0,,0,0,,
Sharp Chula Vista Medical Center,1,Chula Vista,CA,91911,Hospital,11/3/2013 17:01,11/3/2013 17:01,2471,751 Medical Center Court,,0,0,0,0,0,0,619-432-3400,,,,,,,,,,,,,,CL09,,,,32.619819,-117.022686,,,,TLOF: 40' Diameter,"22,000 Lbs.",,Yes - Lighted,456' MSL,"Perimeter, Lead-In",0,0,,0,0,,
Sharp Memorial Hospital,1,San Diego,CA,92123,Hospital,11/3/2013 17:04,8/11/2016 16:47,2472,7901 Frost St.,,2,0,0,0,0,0,858-939-3400,,,,,,,,,,,,,,CL36,,,,32.799403,-117.153489,,,,TLOF: 40&#039; Diameter,12&#044;000 Lbs.,Elevated Rooftop,Yes - Lighted,460&#039; MSL,Perimeter&#044; Flood,0,0,,0,0,,
Shasta Regional Medical Center,1,Redding,CA,96001,Hospital,11/3/2013 17:08,11/3/2013 17:08,2473,110 Butte St.,,3,0,0,0,0,0,530-244-5400,,,,,,,,,,,,,,,,,,40.586008,-122.387725,,,,TLOF: 55' x 55',"10,000 Lbs.",Elevated Rooftop,Yes - Lighted,606' MSL,Perimeter,0,0,,40.585111,-122.387964,"Helipad just south of main helipad. TLOF: 54' Diameter, Max Weight: 22,000 Lbs., 623' MSL Elevation",
Sherman Oaks Hospital and Health Center,1,Sherman Oaks,CA,91403,Hospital,11/3/2013 17:10,11/3/2013 17:10,2474,4929 Van Nuys Blvd.,,0,0,0,0,0,0,818-981-7111,,,,,,,,,,,,,,CL80,,,,34.159903,-118.449508,,,,TLOF: 48' x 52',"10,000 Lbs.",Elevated Rooftop,Yes - Lighted,688' MSL,Perimeter,0,0,,0,0,,
